cust_id
155261575
182644618
74162018
320253987
223316074
75945551
98431996
202778215
412424983
379784729
115386593
445090400
60780095
65181215
15099164
74989569
86351444
454554607
336927798
86245410
17401068
431211884
15619395
204336810
97620722
403893488
182272030
291734170
50784630
404848935
28364701
186069181
193253575
282951526
91428828
46987381
98902493
341055665
355160622
170237455
243614110
92460517
373091303
28239642
235812927
432453234
462854445
277068262
61399706
40940552
401857010
79722623
444875108
275868684
411079225
358108025
387265449
184388751
151784786
86857949
297430852
459534360
332214215
17979964
381891664
68084582
201000226
245712501
280497049
331542813
127408902
239135595
147916427
406497217
42257478
317326014
451036380
126934549
413304312
248446459
91596554
195514886
293938628
131650596
56578173
241473963
391288269
413155704
86465455
441435705
127214240
194066971
188197078
89851236
34646117
86702153
461589064
207091688
179756709
426307424
276946919
93105461
21182823
476724461
69135022
49659343
273277413
178559126
43047573
295319134
308746205
346671356
451572890
264160760
24599427
484419836
157219419
32730941
195471635
355371983
217948964
434804915
136782731
68653292
44278952
306673142
405934387
379929391
156331729
5755703
77185028
47437112
200102130
230242008
297879328
177904970
134741168
483627368
114281305
95327066
161953507
49086432
333083709
155154271
252251
273521472
69174593
97326832
349634259
370783364
19679446
34864235
130087516
267266299
355552385
12407126
258301587
153330313
46415840
40716300
19566738
96479405
251779320
72222167
224199222
151124362
512078047
147914369
380288191
134754104
429396066
476792530
94879898
382663101
477076900
208486898
116728791
53313706
235717896
122012834
375169580
385144393
365625934
381568225
332376600
378006353
381563320
332691221
382239902
385146753
384595679
413039956
36528303
309826380
126899818
152399908
44845318
510888165
396060680
127563199
40095383
212999450
86952739
48092053
148628690
143893397
236776089
313491068
269283309
82733410
36708619
212482509
331887382
48332264
44959535
30747001
429529947
204147225
29015791
296968882
229770061
182834353
375758471
209730152
312131422
271171861
158141906
428731641
420961412
251151096
71115571
90527889
195471125
487840711
485138262
459775308
20948972
344360314
219315430
173366727
443331617
380174230
451224845
401647024
401653188
28243267
401639598
446512124
447944022
428547674
428398801
428129870
245167162
342938800
434875654
433648600
398824827
28588768
401341028
3576255
401982461
162395415
331434981
157808291
71338741
271493071
137218036
53728487
253629493
300941290
222658887
183589944
223452887
261737265
181541817
63387497
164283151
85151631
520133445
62173678
383875475
67277872
279260705
136474626
220433626
437885752
93420213
220192499
350622012
339446739
153331357
145528297
162310214
482732221
476286955
403560283
193893930
438487860
475676518
498704443
241870237
322520830
86445812
30463302
277398325
466498609
390371184
209631122
181403555
236765111
140035038
297834544
269790420
440517143
453222696
