CUS_CUST_ID,registration_date,sit_site_id,cus_nickname,flag_ca,flag_mia,flag_up,flag_trusted_seller,flag_gmv_high,flag_gmv_low,flag_tpv_high,flag_tpv_low,flag_repu_ml,flag_repu_glg,flag_repu_yor,last_transaction,tpv_approved,gmv_not_refund,count_orders,cashout,gmv_claims_seller,count_claims_seller,flag_on_final,activo,tpv_nulo,gmv_nulo,cluster
337950991,2018-07-19,MLM   ,UNOMASMALLUSMX,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-06,0,0,0.0,0,0.0,0.0,1,0,1,1,1
326711819,2018-06-07,MLM   ,MXTIENDAESQUISITA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-08-10,0,0,0.0,0,0.0,0.0,1,0,1,1,1
182235182,2015-04-29,MLA   ,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021-03-21,566399,0,0.0,0,0.0,0.0,0,1,0,1,1
299646289,2018-02-01,MLM   ,ROYALTUCANOMX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
253784271,2017-04-25,MCO   ,AGAPEACO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
67063016,2011-08-16,MLA   ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-03-22,1992,0,0.0,0,0.0,0.0,0,1,0,1,1
176035007,2015-01-28,MLC   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-06,0,0,0.0,0,0.0,0.0,0,0,1,1,1
246864288,2017-03-14,MLB   ,REIDACHAPINHAOFICIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
172301346,2014-12-03,MLA   ,PANASONIC_OFICIAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
148689423,2013-11-05,MLA   ,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
103238304,2012-02-19,MLM   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
111229172,2012-05-28,MLV   ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
270843000,2017-08-29,MLB   ,SAPATOSFEMININOSJAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
212974608,2016-05-03,MLM   ,4USTUFFMX,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-08-27,0,0,0.0,0,0.0,0.0,1,0,1,1,1
199951786,2015-12-02,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
157587727,2014-04-22,MLA   ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
40430900,2004-01-13,MLV   ,SERIEDAD VALENCIA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,34.0,0,0.0,0.0,1,0,1,1,1
175678986,2015-01-23,MLV   ,COLUMPIOROPA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1.0,0,0.0,0.0,1,0,1,1,1
169492682,2014-10-24,MLB   ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
371920156,2018-10-29,MLB   ,KRIEG TATTOO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-12-04,0,0,0.0,0,0.0,0.0,1,0,1,1,1
336375994,2018-07-13,MLM   ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
247028139,2017-03-15,MLU   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
69728053,2011-09-18,MLB   ,SHOPPING-HERE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021-01-14,0,0,2.0,2,0.0,0.0,1,1,1,1,1
187899872,2015-07-16,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
46520460,2011-02-21,MLU   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
228300120,2016-09-13,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-30,0,0,0.0,0,0.0,0.0,0,0,1,1,1
324934501,2018-05-29,MLM   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
241752606,2017-01-23,MLM   ,QUANTUMFUELSYSTEMSMX,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
650744714,2020-09-25,MLM   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
165626345,2014-08-29,MLA   ,INTERBAT.SAAVEDRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-13,0,0,0.0,0,0.0,0.0,1,0,1,1,1
210577976,2016-04-06,MLB   ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
305375611,2018-03-02,MCO   ,SHENGMEICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
243253033,2017-02-06,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
145515429,2013-09-10,MLB   ,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021-03-21,10178,0,0.0,0,0.0,0.0,0,1,0,1,1
45772910,2011-02-09,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
348491912,2018-08-24,MLB   ,SAMARIA SURF,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-12-10,0,0,0.0,0,0.0,0.0,1,0,1,1,1
305326210,2018-03-02,MLB   ,SHENGMEIBR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-08,0,0,0.0,0,0.0,0.0,1,0,1,1,1
259710699,2017-06-07,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-31,0,0,0.0,0,0.0,0.0,0,0,1,1,1
135852894,2013-04-01,MLV   ,SEVEN PARTS,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,388.0,0,0.0,0.0,1,0,1,1,1
95456976,2009-12-08,MLB   ,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021-03-21,84770,0,0.0,0,0.0,0.0,0,1,0,1,1
459747044,2019-08-09,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
493039955,2019-11-25,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
3516756,2007-01-22,MLA   ,DIVERBAJITOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
192152700,2015-09-10,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-20,0,0,0.0,0,0.0,0.0,0,0,1,1,1
248116957,2017-03-21,MLM   ,SPICEIMPORTSMX,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-10-22,0,0,0.0,0,0.0,0.0,1,0,1,1,1
233541209,2016-11-04,MLA   ,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021-03-21,124192,0,0.0,0,0.0,0.0,0,1,0,1,1
255190853,2017-05-04,MLM   ,WHIMSICALGIFTSMX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021-01-03,0,0,1.0,0,40.81,1.0,1,1,1,1,1
166971476,2014-09-17,MLA   ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
164540754,2014-08-13,MLA   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
381428474,2018-11-27,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
89629047,2005-12-01,MLB   ,VENTURESHOPSITE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-12-10,0,0,0.0,0,0.0,0.0,1,0,1,1,1
172370709,2014-12-04,MLM   ,SHOPPING-DAY XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-08,0,0,1.0,0,17.94,1.0,1,1,1,1,1
203108493,2016-01-12,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
244098422,2017-02-14,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
325405041,2018-06-01,MLC   ,CLPANDORA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-03,0,0,4.0,16,22.66,4.0,1,0,1,1,1
95181996,2009-12-03,MLC   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
10495739,2002-07-24,MLA   ,NEW--LOOK,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-12-10,0,0,0.0,0,0.0,0.0,1,0,1,1,1
136330125,2013-04-09,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-01-26,13,0,0.0,0,0.0,0.0,0,1,0,1,1
255605794,2017-05-08,MLM   ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
375999650,2018-11-08,MLB   ,PEAN8263106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-25,0,0,0.0,0,0.0,0.0,1,0,1,1,1
77988843,2005-01-10,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,5,0,0.0,0,0.0,0.0,0,1,0,1,1
499162837,2019-12-10,MLM   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
179569797,2015-03-20,MLV   ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
284613341,2017-11-16,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
2582247,2006-12-20,MLV   ,STYLEMARK SHOP,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,89.0,0,0.0,0.0,1,0,1,1,1
221778794,2016-07-19,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
268238398,2017-08-11,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
390705843,2018-12-29,MLM   ,MARIOCARBAJALVALDIVIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-11-12,0,0,0.0,0,0.0,0.0,1,0,1,1,1
20502326,2012-01-15,MLA   ,FORBIDAN MUEBLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-10-01,0,0,0.0,0,0.0,0.0,1,0,1,1,1
5037084,2010-01-04,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-09,0,0,0.0,0,0.0,0.0,0,0,1,1,1
291176994,2017-12-18,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
207987541,2016-03-07,MLB   ,DELTA SALES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-09-14,0,0,0.0,0,0.0,0.0,1,0,1,1,1
353265954,2018-09-10,MLM   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
379670749,2018-11-21,MLB   ,UNIONMALLBR,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-12-17,0,0,0.0,0,0.0,0.0,1,0,1,1,1
387643444,2018-12-17,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
170425542,2014-11-07,MLB   ,BELSSIMACOSMTICOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-14,0,0,0.0,0,0.0,0.0,1,0,1,1,1
5531165,2007-02-09,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-15,0,0,0.0,0,0.0,0.0,0,0,1,1,1
186429260,2015-06-26,MLV   ,XEROX.C.A DISTRIBUIDOR.A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,2.0,0,0.0,0.0,1,0,1,1,1
176827037,2015-02-09,MLB   ,BONEPETSHOP,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021-02-16,0,0,2.0,34,79.53,2.0,1,1,1,1,1
222658605,2016-07-26,MLV   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
208687643,2016-03-15,MCO   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
564177448,2020-05-06,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
16146585,2011-12-26,MLB   ,DBESTSHOP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,0,0,0.0,0,0.0,0.0,1,0,1,1,1
134443114,2013-03-05,MLB   ,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021-03-21,38632,0,0.0,0,0.0,0.0,0,1,0,1,1
155045475,2014-03-06,MLB   ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
9999,2006-10-20,MEC   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
69333321,2012-09-21,MLM   ,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021-03-21,178788,0,0.0,0,0.0,0.0,0,1,0,1,1
165833556,2014-09-01,MLC   ,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
119049067,2012-08-08,MLB   ,VETORSCAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-18,0,0,0.0,0,0.0,0.0,1,0,1,1,1
226953715,2016-08-31,MCO   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
248124917,2017-03-21,MLM   ,IBLASONMX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021-03-19,0,0,10.0,0,202.8,10.0,1,1,1,1,1
128708593,2012-11-12,MLA   ,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-03-11,459,0,0.0,0,0.0,0.0,0,1,0,1,1
219692012,2016-06-30,MPE   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
193550898,2015-09-29,MLB   ,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021-03-21,557450,0,0.0,0,0.0,0.0,0,1,0,1,1
98032744,2006-09-11,MLV   ,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
343670021,2018-08-07,MLM   ,FLOYLYNMX,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-05-25,0,0,0.0,0,0.0,0.0,1,0,1,1,1
198412347,2015-11-16,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-04,0,0,0.0,0,0.0,0.0,0,0,1,1,1
160980850,2014-06-17,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-07,0,0,0.0,0,0.0,0.0,0,0,1,1,1
232587466,2016-10-26,MLB   ,VR-BRASIL DISTRIBUIÇÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-11-21,0,0,0.0,0,0.0,0.0,1,0,1,1,1
357285635,2018-09-24,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-03-22,0,0,0.0,0,0.0,0.0,0,1,1,1,1
173260790,2014-12-17,MCO   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
317191846,2018-04-26,MLC   ,OUTMALLSTORECL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
292993502,2017-12-29,MLB   ,LANLINGXINBR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-15,0,0,0.0,0,0.0,0.0,1,0,1,1,1
47690707,2008-03-30,MCO   ,TECHNOLOGY-VIDEO,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-04-22,0,0,0.0,0,0.0,0.0,1,0,1,1,1
119043218,2014-06-24,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
154545118,2014-02-24,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-02,0,0,0.0,0,0.0,0.0,0,0,1,1,1
286496247,2017-11-24,MLB   ,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021-01-31,42139,0,0.0,0,0.0,0.0,0,1,0,1,1
650741763,2020-09-25,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
67852301,2014-09-26,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
208692735,2016-03-15,MLV   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
395956264,2019-01-17,MLM   ,MXESTRELLAELECTRONICA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2020-09-02,0,41,4.0,0,0.0,0.0,1,0,1,0,1
653041143,2020-09-30,MLM   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
298465099,2018-01-26,MLM   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
181850784,2015-04-23,MLM   ,CANONMEXICANASDERLDECVCA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
417481460,2019-03-18,MLM   ,LANLINGXINFF,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-12-17,0,0,0.0,0,0.0,0.0,1,0,1,1,1
226953753,2016-08-31,MLM   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
41225005,2007-10-30,MCO   ,TIENDA GOYO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-05-11,0,0,0.0,0,0.0,0.0,1,0,1,1,1
305322171,2018-03-02,MLB   ,YAYINGBR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-15,0,0,0.0,0,0.0,0.0,1,0,1,1,1
379734095,2018-11-21,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
55310601,2011-05-16,MLV   ,BOLIVAR VICTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
531381759,2020-02-28,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
114124302,2012-05-31,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
292993516,2017-12-29,MLB   ,FAGESIWEIBR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-06-06,0,0,0.0,0,0.0,0.0,1,0,1,1,1
176934114,2015-02-10,MLA   ,VZH SRL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-03-11,5718,0,0.0,0,0.0,0.0,1,1,0,1,1
41393812,2007-11-05,MLB   ,SOINJEÇÃOELETRONICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-22,0,0,0.0,0,0.0,0.0,1,0,1,1,1
308199679,2018-03-15,MCO   ,KMALLCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,1,1,1
257941787,2017-05-25,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
193829606,2016-04-15,MLB   ,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021-03-21,11956,0,0.0,0,0.0,0.0,0,1,0,1,1
261700866,2017-06-23,MLB   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
152386335,2014-01-15,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,0,0,0.0,0,0.0,0.0,0,0,1,1,1
123144562,2012-09-15,MLV   ,REPUESTOSG8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,117.0,0,0.0,0.0,1,0,1,1,1
365393102,2018-10-19,MLM   ,LIKEFOREVERMX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-14,0,0,0.0,0,0.0,0.0,1,0,1,1,1
282791920,2017-11-09,MLA   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
220218209,2016-07-05,MLV   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,1,1
133697517,2013-02-19,MLB   ,MEGA_VENDAS2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-30,0,0,1.0,0,91.31,1.0,1,1,1,1,1
198417333,2015-11-16,MLB   ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-08,0,0,0.0,0,0.0,0.0,0,0,1,1,1
611224705,2020-07-17,MLB   ,ISMAFER GUARULHOS,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-10-22,0,0,0.0,0,0.0,0.0,1,0,1,1,1
88258616,2003-08-22,MLM   ,TIENDA DELMAZ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-29,0,0,0.0,0,0.0,0.0,1,0,1,1,1
